event_id,disease,district,upazila,lat,lon,season_label,year,window_start,window_end,label,leaf_blast_incidence_pct,neck_blast_incidence_pct,leaf_blast_severity_pct,neck_blast_severity_pct,pct_fields_infected,avg_yield_loss_pct,affected_area_ha,note,source,precip_mean_mm,precip_max_mm,precip_sum_mm,precip_climatology_normal_mm,precip_anomaly_mm,rh_mean_pct,rh_max_pct,temp_mean_c,vpd_mean_kpa,wet_persistence_max_days,n_met_days,sar_vv_db_mean,sar_vh_db_mean,n_s1_scenes,ndvi_mean,ndwi_mean,lst_celsius_mean,n_landsat_scenes,water_extent_frac,water_extent_frac_strict,water_extent_frac_max
WB_Bhola_2015,wheat_blast,Bhola,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.1984444444444444,5.4,17.86,0.548225201072386,-0.3497807566279416,66.61077777777777,85.63,20.421666666666667,0.8614225033303144,1.0,90,-7.046899815928466,-14.532508326812026,6,0.4539459800503546,-0.400725653894007,25.193868299375023,4.0,,,
WB_Kushtia_2015,wheat_blast,Kushtia,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.3816666666666666,19.13,34.349999999999994,0.3811152815013404,0.0005513851653261,58.274111111111104,84.28,19.534444444444443,1.0253740460356628,1.0,90,-5.817111368397387,-14.97091298618778,6,0.3624411166752369,-0.3521230024114351,24.621647023378927,4.0,,,
WB_Barisal_2015,wheat_blast,Barisal,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.1984444444444444,5.4,17.86,0.548225201072386,-0.3497807566279416,66.61077777777777,85.63,20.421666666666667,0.8614225033303144,1.0,90,-6.32806993474194,-13.881106640006474,6,0.4738394846308695,-0.4311095455567361,25.727386507109372,4.0,,,
WB_Pabna_2015,wheat_blast,Pabna,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.3816666666666666,19.13,34.349999999999994,0.3811152815013404,0.0005513851653261,58.274111111111104,84.28,19.534444444444443,1.0253740460356628,1.0,90,-5.424038008892652,-15.015282009516293,6,0.305260339446812,-0.309004291627815,26.839381234472683,4.0,,,
WB_Dinajpur_2015,wheat_blast,Dinajpur,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.2978888888888888,8.12,26.81,0.2117533512064343,0.0861355376824545,58.283333333333346,82.44,18.37555555555555,0.9653811758437136,1.0,90,-7.749465184535349,-15.27050829196928,6,0.3739149008585388,-0.398168384193878,26.665118958945328,4.0,,,
WB_Rangpur_2015,wheat_blast,Rangpur,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.3562222222222223,12.16,32.06,0.2541501340482573,0.1020720881739649,61.320333333333345,83.04,18.98188888888889,0.9234811957064262,2.0,90,-4.42658622539816,-13.428831711564245,6,0.5134701188483599,-0.4776892154900081,25.733174443320323,4.0,,,
WB_Bogura_2015,wheat_blast,Bogura,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.3612222222222222,15.44,32.51,0.2994638069705094,0.0617584152517128,62.432111111111105,84.9,18.880555555555553,0.8917130007461382,1.0,90,-4.7873193832832435,-13.39556938864948,6,0.383117455793821,-0.392839795887925,26.40120820507815,3.0,,,
WB_Rajshahi_2015,wheat_blast,Rajshahi,,,,2014-15,2015,2014-12-01,2015-02-28,0,,,,,0,0.0,0,Pre-emergence: wheat blast not yet present in Asia,Kim & Choi (2020) Front Plant Sci - observed,0.3261111111111111,15.4,29.35,0.2792493297587131,0.0468617813523979,55.684333333333335,83.13,18.953555555555553,1.0555597748837795,1.0,90,-6.508566075342891,-15.400101730936834,3,0.3751821046965881,-0.3611219195904033,26.007186825957035,4.0,,,
WB_Meherpur_2017,wheat_blast,Meherpur,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.0147777777777777,0.81,1.33,0.3376621983914209,-0.3228844206136432,60.019888888888886,82.27,19.630777777777777,1.0222618368317573,0.0,90,-8.131036923742863,-14.857733376397311,6,0.4304934530170515,-0.4018805872871565,24.748190535312517,4.0,,,
WB_Chuadanga_2017,wheat_blast,Chuadanga,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.0095555555555555,0.4,0.8600000000000001,0.4004986595174263,-0.3909431039618708,59.365111111111105,82.52,19.803555555555555,1.0551920947899696,0.0,90,-6.842201873566935,-13.592204221192048,6,0.5067641657338349,-0.4784270238001011,23.65512175853516,4.0,,,
WB_Jessore_2017,wheat_blast,Jessore,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.0176666666666666,1.12,1.59,0.4833029490616621,-0.4656362823949955,62.65855555555554,86.4,19.861444444444448,0.9736884169510396,2.0,90,-7.109002824330974,-14.285362605984986,6,0.3380476540265085,-0.3227897731438866,24.36703457457034,4.0,,,
WB_Jhenaidah_2017,wheat_blast,Jhenaidah,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.014,0.83,1.26,0.4329383378016085,-0.4189383378016085,62.71155555555555,85.43,19.834666666666664,0.9626714044607878,1.0,90,-7.771061947508955,-15.171513491983848,6,0.4135254989504398,-0.4035644266035456,24.991404020937523,4.0,,,
WB_Bhola_2017,wheat_blast,Bhola,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.0822222222222222,2.64,7.4,0.5473351206434317,-0.4651128984212095,72.91099999999999,87.26,20.179222222222226,0.6934672856814335,4.0,90,-6.968049130433301,-13.81047561193776,6,0.4514340157478066,-0.4189460739643257,26.25147178074222,4.0,,,
WB_Kushtia_2017,wheat_blast,Kushtia,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.0177777777777777,0.74,1.6,0.3843806970509383,-0.3666029192731606,62.872333333333344,84.5,19.838444444444445,0.9536121811576048,0.0,90,-6.051075064294351,-14.208954327868264,6,0.3714278243936927,-0.3678168603323561,26.969429552070352,4.0,,,
WB_Barisal_2017,wheat_blast,Barisal,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.0822222222222222,2.64,7.4,0.5473351206434317,-0.4651128984212095,72.91099999999999,87.26,20.179222222222226,0.6934672856814335,4.0,90,-6.0643717301067674,-12.855791356606314,6,0.4561024018612138,-0.4399129078239124,26.399664977949243,4.0,,,
WB_Pabna_2017,wheat_blast,Pabna,,,,2016-17,2017,2016-12-01,2017-02-28,1,,,,,low/unquantified,3.0,low/unquantified,"Recurrence, lower severity (1-5% yield loss); milder weather + management",Gupta et al. (2021) Front Plant Sci; Kim & Choi (2020),0.0177777777777777,0.74,1.6,0.3843806970509383,-0.3666029192731606,62.872333333333344,84.5,19.838444444444445,0.9536121811576048,0.0,90,-7.219801418503421,,1,0.3601543118601752,-0.3660891956863671,30.241536147500028,4.0,,,
